Order,PMID,Title,Year,AI_MAYBE_Reason,PubMed_URL,Full_Text_Verdict,Reason_Quote_From_Paper,FM_Named,Texture_Features,Per_Arm_Metrics,Modality_OK,Notes
24,38693026,Predicting Osteoporosis and Osteopenia by Fusing Deep Transfer Learning Features and Classical Radiomics Features Based on Single-Source Dual-energy CT Imaging.,2024,"Reports separate radiomics, DTL, and features fusion AUCs on same dual-energy CT lumbar vertebrae cohort across two-level classification, but pretrained foundation model identity not specified.",https://pubmed.ncbi.nlm.nih.gov/38693026,EXCLUDE,,"FAIL - Unnamed pretrained deep learning model (pretraining provenance is unspecified).  

Quoted Evidence:

Section: ""Introduction"" (Page 2): ""As a solution, deep transfer learning (DTL)... fine-tunes a pre-trained deep learning network to learn new tasks, which allows deep learning to be applied to relatively small datasets...""  No specific network name (such as ResNet50) or pretraining database (such as ImageNet) is explicitly mentioned or defined in the text of the paper.","PASS - PyRadiomics extracting GLCM, GLRLM, GLSZM, NGTDM, and GLDM.  

Quoted Evidence:

Section: ""Volume-of-Interest Manual Segmentation and Feature Extraction"" (Page 4): ""The radiomics features included first-order statistics features, shape features, gray level co-occurrence matrix (GLCM) features, gray level size zone matrix (GLSZM) features, gray level run length matrix (GLRLM) features, neighboring gray tone difference matrix (NGTDM) features and gray level dependence matrix (GLDM) features. A detailed description of the radiomics features extracted in our study can be found in the Pyradiomics document (http://pyradiomics.readthedocs.io)."""," PASS - Separate discrimination metrics (AUC and accuracy) are reported for both the deep transfer learning-only arm (""DTL model"") and the traditional radiomics-only arm (""radiomics model"") on the same validation/test cohort ($n = 182$).Quoted Evidence:Section: ""Abstract - Results"" (Page 1): ""The area under the curve (AUC) of the features fusion, radiomics and DTL models for the classification between osteoporosis and non-osteoporosis were 0.981, 0.999, 0.997 in the training cohort and 0.979, 0.943, 0.848 in the validation cohort. Furthermore, the AUCs of the previously mentioned models for the differentiation between osteopenia and normal were 0.994, 0.971, 0.996 in the training cohort and 0.990, 0.968, 0.908 in the validation cohort.""   Section: ""Abstract - Results"" (Page 1): ""The overall accuracy of the previously mentioned models for two-level classifications was 0.979, 0.955, 0.908 in the training cohort and 0.918, 0.885, 0.841 in the validation cohort."" ","PASS - Single-source dual-energy computed tomography (CT), English-language, published in 2024.  

Quoted Evidence:

Section: ""Abstract - Rationale and Objectives"" (Page 1): ""To develop and validate a predictive model for osteoporosis and osteopenia prediction by fusing deep transfer learning (DTL) features and classical radiomics features based on single-source dual-energy computed tomography (CT) virtual monochromatic imaging.""   

Section: ""Footer"" (Page 1): ""Acad Radiol 2024; 31:4159-4170"".","Although the study evaluates a clinical human CT cohort using PyRadiomics texture matrices and provides separate per-arm metrics on the same cohort, it must be excluded because it does not explicitly name the pretrained deep learning model or its pretraining provenance."
25,38796795,Deep learning nomogram for predicting neoadjuvant chemotherapy response in locally advanced gastric cancer patients.,2024,Nomogram combines handcrafted radiomics + EfficientNet V2 DL features; handcrafted signature reported separately but DL-only arm AUC not explicit and EfficientNet V2 pretraining scale not specified.,https://pubmed.ncbi.nlm.nih.gov/38796795,INCLUDE,,"PASS - EfficientNet V2 pretrained on ImageNet (low-tier foundation model). Under section ""Deep learning feature extraction"" (Page 5): ""Specifically, this study employed the EfficientNet V2 architecture of a pre-trained deep learning model trained on the ImageNet dataset."" 
CRITERION 2: PASS - PyRadiomics. Under section ""Manual feature extraction"" (Page 5): ""Manual feature extraction was conducted using the PyRadiomics software package, a Python-based tool. The extracted features comprised 8 first-order statistical features, 18 shape features, 75 s-order statistical features, and 1488 transformation features."" ","PASS - PyRadiomics. Under section ""Manual feature extraction"" (Page 5): ""Manual feature extraction was conducted using the PyRadiomics software package, a Python-based tool. The extracted features comprised 8 first-order statistical features, 18 shape features, 75 s-order statistical features, and 1488 transformation features."" ","PASS - Separate discrimination metrics reported for the handcrafted-only (radiomics) arm and the deep learning-only arm on both the internal validation cohort and the external validation cohort. Under section ""Performance of handcrafted and deep learning signature models"" (Page 7-8): ""the AUCs of the handcrafted signature in the training, internal validation, and external validation sets were 0.715 (95% CI 0.650-0.773), 0.559 (95% CI 0.434-0.680), and 0.536 (95% CI 0.432-0.638), respectively. The AUCs of the deep learning signature in the training, internal validation, and external validation sets were 0.809 (95% CI 0.751-0.859), 0.786 (95% CI 0.670-0.877), and 0.731 (95% CI 0.632-0.816), respectively."" ","PASS - Human medical imaging using contrast-enhanced computed tomography (CECT) in gastric cancer, published in English in 2024. Under Title block (Page 1): ""Abdominal Radiology (2024) 49:3780-3796""  and section ""CT examination"" (Page 4): ""Contrast-enhanced CT scans in the arterial phase, portal venous phase, and delayed phase were obtained..."""," The paper meets all eligibility criteria because it evaluated an ImageNet-pretrained EfficientNet V2 model as a low-tier foundation model alongside a PyRadiomics-extracted handcrafted signature containing second-order texture features, while providing separate predictive metrics for both arms on a shared internal test cohort of gastric cancer patients imaged with contrast-enhanced computed tomography."
26,38807039,Deep learning for risk stratification of thymoma pathological subtypes based on preoperative CT images.,2024,"Reports separate radiomic (AUC 0.773/0.769), 2D deep (0.981/0.760), and 3D deep (0.998/0.893) arms on same cohort, but pretrained foundation model identity not specified.",https://pubmed.ncbi.nlm.nih.gov/38807039,EXCLUDE,,"PASS - 3D ResNet50 pre-trained on MedicalNet, and 2D ResNet50 (low-tier FM). Under section ""Risk stratification network"" (Page 4): ""We utilized deep transfer learning technology based on the 3D ResNet50  network to extract the 3D deep features of the ROI from the result of segmentation network. The pre-trained weights were from MedicalNet , which provided an effective way to train deep learning models for medical image analysis by leveraging the power of pre-training and transfer learning.""  In the same section: ""We utilized deep transfer learning technology based on the 2D ResNet50 network.""  (MedicalNet is pre-trained on 3DSeg-8, a large-scale medically supervised 3D dataset comprising 1,638 volumes across CT and MRI modalities, representing hundreds of thousands of individual 2D image slices).","FAIL - Neither the extraction software package nor specific texture-feature families (e.g., GLCM, GLRLM) are named or specified in the text. Under section ""Risk stratification network"" (Page 4): ""A radiomics model and deep model (2D) were built for comparison . 864 radiomic features and 7 clinical features as an input...""  In Figure 2 (Page 4): The flowchart shows ""Radiomic Features Extraction"" containing only generic labels: ""First order, Shape, Gray level, Wavelet"".  No software tool (such as PyRadiomics) or specific texture matrix is ever mentioned.","PASS - Separate discrimination metrics (AUC, accuracy, sensitivity, specificity) are reported for the DL-only arm (both 3D and 2D models) and the radiomics-only arm on the same temporal test cohort of 30 patients. Under section ""Performance of the models"" (Page 5): ""In the testing cohort, the radiomics model's AUC was 0.769 (95%CI: 0.599-0.938) (Fig. 4A), and the AUC of deep model...source These separate results are also tabulated in Table 2 (Page 7).","PASS - Human preoperative Computed Tomography (CT) scans of thymoma, published in English in 2024. Under Title block (Page 1): ""BMC Cancer (2024) 24:651""  and section ""Inclusion and Exclusion criteria"" (Page 2): ""Inclusion criteria: Confirmed pathologic diagnosis of thymoma. Availability of preoperative arterial phase CT images.""","The paper must be excluded because the comparative radiomics arm fails to identify any standard extraction software package (such as PyRadiomics) or specify the exact texture-feature families (e.g., GLCM, GLRLM) utilized."
27,38858123,[Deep transfer learning radiomics model based on temporal bone CT for assisting in the diagnosis of inner ear malformations].,2024,"Reports separate radiomics (AUC 0.929), deep learning (0.947), and DLR fusion (0.964) arms on same temporal bone CT cohort, but pretrained foundation model identity not specified.",https://pubmed.ncbi.nlm.nih.gov/38858123,EXCLUDE,,"PASS - ResNet50 pre-trained on ImageNet (low-tier foundation model). Under section ""1.2.4 ????????"" (Page 3): ""?? ResNet50???????????,??????,????????????????????,????? ImageNet ??????????""","PASS - PyRadiomics software package extracting multiple texture-feature families (GLCM, GLSZM, GLRLM, NGTDM, GLDM). Under section ""1.2.3 ????????????"" (Page 2-3): ""??Python3.6??????? Pyradiomics ?????????????????????:??????(First-order features),??(Shape),??????(Grey Level Co-occurrence Matrix, GLCM),?????????(Grey Level Size Zone Matrix, GLSZM),?????????(Gray Level Run Length Matrix. GLRLM),????????(Neighboring Grey Tone Difference Matrix. NGTDM),????????(Grey Level Dependence Matrix, GLDM)?""","PASS - Separate discrimination metrics (AUC, accuracy, sensitivity, specificity, and F1 score) are reported for the radiomics-only (??????) and deep learning-only (??????) arms on the same internal test cohort of 114 cases. Under section ""2.3 ???????"" (Page 5): ""?????????????AUC?0.9290 (95%CI 0.8822~0.9749),????0.878... ??????????? AUC?0.9470 (95% CI 0.8982~0.9948),????0.913...""  (These metrics are also tabulated in Table 2 on Page 5, showing a radiomics F1 score of 0.841 and a deep learning F1 score of 0.872 on the same test set).","FAIL - Human temporal bone CT (2024), but the publication is written and published in Chinese, not English. Under Title block (Page 1): ""2024? 38?6? ???????????? J Clin Otorhinolaryngol Head Neck Surg(China)""",": The paper must be excluded because it is published in the Chinese language, thereby failing the eligibility requirement for English-language publications."
28,38871552,Multi-feature Fusion Network on Gray Scale Ultrasonography: Effective Differentiation of Adenolymphoma and Pleomorphic Adenoma.,2024,"Reports separate Clinic, Rad, DTL (ResNet50, ImageNet transfer, low-tier FM), DLR, and DLRN AUCs on same parotid tumor cohort.",https://pubmed.ncbi.nlm.nih.gov/38871552,INCLUDE,,"PASS - ResNet50 pre-trained on ImageNet (low-tier foundation model). Under section ""Deep Learning"" (Page 3): ""We constructed four CNNs, namely Resnet50, Densenet169, Inception_V3 and Vgg16. These CNNs were initially pre-trained on the large-scale ImageNet dataset (https://image-net.org/) to provide the networks with robust initial parameters. Subsequently, the images of training cohort were used to fine-tune the model parameters.""","PASS - Pyradiomics software package extracting multiple texture-feature families (GLCM, GLDM, GLRLM, GLSZM, NGTDM). Under section ""Feature Extraction and Selection - Radiomics"" (Page 2-3): ""All handcrafted features were extracted using an in-house feature analysis program implemented in Pyradiomics (http://pyradiomics.readthedocs.10); These features can be categorized into three groups: (I) geometry, (II) intensity, and (III) texture. 14 geometry features. 306 intensity features. 1241 texture features comprise of Gray Level Co-Occurrence Matrix (GLCM), Gray Level Dependence Matrix (GLDM), Gray Level Run Length Matrix (GLRLM), Gray Level Size Zone Matrix (GLSZM), and Neighborhood Gray Tone Difference Matrix (NGTDM).","PASS - Separate discrimination metrics (AUC, F1, etc.) are reported for both the deep transfer learning (DTL-only) arm and the radiomics (Rad-only) arm on the same internal validation cohort of 70 patients. Under section ""RESULTS"" (Page 5): ""In the internal validation cohort, with both clinical signature AUC = 0.767 (95% CI: 0.580-0.954) and radiomics signature AUC = 0.841 (95% CI: 0.690-0.993) DLR was also the best model between radiomics signature and DTL signature.""  These metrics are also detailed under ""Table 3"" (Page 7) for the internal validation set, reporting a radiomics (""Rad"") AUC of 0.841 and F1-score of 0.800, and a deep learning (""DTL"") AUC of 0.740 and F1-score of 0.583.","PASS - Human parotid tumors imaged with grayscale ultrasonography (US), published in English in 2024. Under Title block (Page 1): ""Acad Radiol 2024; 31:4396-4407""  and section ""Selection of Participants"" (Page 2): ""This retrospectively study enrolled a total of 356 patients with histologically confirmed PA or AL... Preoperative two-dimensional ultrasonography confirmed the presence of a parotid tumor.""","The paper is included because it evaluated an ImageNet-pretrained ResNet50 low-tier foundation model alongside a PyRadiomics-extracted radiomics signature containing second-order texture features, and reported separate predictive metrics for both arms on a shared internal validation cohort of parotid gland tumor patients imaged with grayscale ultrasound, published in English in 2024."
29,38935330,Preoperative CT-based radiomics and deep learning model for predicting risk stratification of gastric gastrointestinal stromal tumors.,2024,"Uses PyRadiomics + pretrained ResNet50 (ImageNet transfer, low-tier FM) on same gastric GIST cohort, but abstract emphasizes combined model AUCs and separate radiomics-only vs DL-only arm performances unclear.",https://pubmed.ncbi.nlm.nih.gov/38935330,EXCLUDE,,"PASS - ResNet50 pre-trained on ImageNet (low-tier foundation model). Under section ""2.4.2 Radiomics and deep learning features extraction"" (Page 4): ""Through performance comparison, ResNet50 was determined as the model for extracting deep learning features. The ROIs of CT images were resized and cropped to 224×224×3, and then were fed into the pre-trained ResNet50 to extract deep features, which were pre-trained on the publicly large-scale ImageNet database.""","PASS - PyRadiomics extracting multiple texture-feature families (GLCM, NGTDM, GLRLM, GLSZM, GLDM). Under section ""2.4.2 Radiomics and deep learning features extraction"" (Page 4): ""The radiomics characteristics of preprocessed CT images were extracted by the PyRadiomics package in Python (version 3.7) and included as follows: size, morphology, histogram parameters, grey-level co-occurrence matrix (GLCM), neighborhood grey tone difference matrix (NGTDM), grey-level run-length matrix (GLRLM), grey-level size zone matrix (GLSZM), grey-level dependence matrix (GLDM) and filter features.","FAIL - No separate discrimination metrics (AUC, accuracy, F1, or C-index) are reported for a radiomics-only arm AND a deep learning/foundation model-only arm on their cohort. All phase-specific and multi-phase models built in this study are fusion models combining both feature types. Under section ""2.4.3 Feature selection and model building"" (Page 5): ""A mainstream machine learning algorithm such as support vector machine (SVM) were used to build the following five models: CT morphological model(CM model), arterial phase model of radiomics and deep learning (A-RD model), venous phase model of radiomics and deep learning (V-RD model), arteriovenous two-phase model of radiomics and deep learning (AV-RD model), CT morphological features combining with radiomics and deep learning features model (CAV-RD model).""  The results in Table 6 (Page 8) only present predictive metrics (e.g., testing set AUCs of 0.8619 for A-RD, 0.8402 for V-RD, 0.9145 for AV-RD, and 0.9408 for CAV-RD) for these integrated, combined models, without reporting performance values for individual independent arms.","PASS - Human preoperative contrast-enhanced Computed Tomography (CECT) of gastric gastrointestinal stromal tumors, published in English in 2024. Under Title block (Page 1): ""Med Phys. 2024;51:7257-7268""  and section ""2.2 CT image acquisition"" (Page 3): ""All 192 patients gained abdominal CECT examination covering the whole tumor by one of the following CT scanners...""","ONE-SENTENCE REASONING: The paper is excluded because it does not report separate predictive performance metrics for a radiomics-only arm and a deep learning-only arm on its shared testing cohort, choosing instead to only train and evaluate multi-feature fusion models."
30,38939344,Multiparametric MRI-based radiomics approach with deep transfer learning for preoperative prediction of Ki-67 status in sinonasal squamous cell carcinoma.,2024,"Reports separate RS-HC, RS-DTL (ResNet50, ImageNet transfer, low-tier FM), and RS-DLR AUCs on same SNSCC cohort.",https://pubmed.ncbi.nlm.nih.gov/38939344,INCLUDE,,"PASS - ResNet50 pre-trained on ImageNet (low-tier foundation model). Under section ""2.8 DTL feature extraction and compression"" (Page 4): ""In this study, ResNet50 was chosen as the pretrained CNN model. The Resnet50 model was trained on the 2012 ImageNet Large Scale Visual Recognition Challenge (ILSVRC-2012) dataset (17).""","PASS - PyRadiomics extracting multiple texture-feature families (GLCM, GLRLM, GLSZM, NGTDM). Under section ""2.7 HC radiomic feature extraction"" (Page 4): ""The HC radiomic features were extracted from the image set using PyRadiomics (www.radiomics.io/pyradiomics.html), including shape features, first-order features, and textural features. Texture features included the gray-level co-occurrence matrix (GLCM), gray-level run length matrix (GLRLM), gray- level size zone matrix (GLSZM), and neighborhood gray-tone difference matrix (NGTDM) methods.""","PASS - Separate discrimination metrics (AUC, accuracy, sensitivity, specificity, PPV, NPV) are reported for both the handcrafted-only (radiomics-only) arm and the deep learning-only (DTL-only) arm on the same test cohort of 46 patients. Under section ""3.3 Performance of RS-DLR vs. RS-DTL vs. RS-HC"" (Page 5): ""For RS-HC, the optimal classifier was the SVM algorithm, with an AUC of 0.803 (95% CI: 0.679-0.927) and accuracy, sensitivity, specificity, PPV, and NPV of 0.728, 0.880, 0.762, 0.759, and 0.824 in the test cohort, respectively.""  In the same section (Page 5-7): ""For RS-DTL, the optimal classifier was LightGBM algorithm... whereas in the test cohort, the predictive ability was not as high as that in the training cohort; the AUC value was only 0.650 (95% CI: 0.487-0.812) and the values of accuracy, specificity, PPV, and NPV were all relatively low (<0.800).""  These separate results are also tabulated in Table 3 (Page 8), showing a radiomics test AUC of 0.803 and accuracy of 0.728, and a deep transfer learning test AUC of 0.650 and accuracy of 0.630.","PASS - Human multiparametric Magnetic Resonance Imaging (MRI) of sinonasal squamous cell carcinoma, published in English in 2024. Under Title block (Page 1): ""Front. Oncol. 14:1305836"" and ""PUBLISHED 13 June 2024"" , and section ""2.3 MRI image acquisition"" (Page 2): ""All patients underwent MR examination using a 3T scanner (Magnetom Verio or Prisma; Siemens Healthcare, Erlangen, Germany) with a 12-channel head and neck coil.""","The paper is included because it evaluated an ImageNet-pretrained ResNet50 model as a low-tier foundation model alongside a PyRadiomics-extracted radiomics signature containing second-order texture features, while reporting separate predictive metrics for both arms on a shared internal test cohort of sinonasal squamous cell carcinoma patients imaged with multiparametric MRI, published in English in 24734209 (represented in the dataset as 2024)."
31,38985382,Radiomics incorporating deep features for predicting Parkinson's disease in (123)I-Ioflupane SPECT.,2024,"Reports separate radiomic (RaF), deep (DF), imaging (IF), and combined models with AUCs, but uses 2D DenseNet (likely ImageNet transfer, low-tier FM) rather than a named foundation model.",https://pubmed.ncbi.nlm.nih.gov/38985382,EXCLUDE,,"FAIL - Custom 2D DenseNet trained from scratch. Under section ""Deep learning and deep features extraction"" (Page 5): ""A 2D DenseNet  (Fig. 2) was implemented to predict HYS and extract DF for year 0 and year 4, respectively. An additional set of 161 cases from PPMI was employed to train the network (Supplementary Table S3).""  The model was trained entirely on a small internal dataset of 161 cases with no pretraining on ImageNet or any other large-scale foundation model dataset.","FAIL - 3D Slicer software (no specific texture families are specified). Under section ""Radiomics and conventional imaging feature extraction"" (Page 4): ""...a total of 944 RaF were extracted, including 14 shape-based features, 18 first order intensity features, 75 texture features, and 837 transformed features using the 3D slicer software (Version 5.1.0, https://www.slicer.org/).""  The text only mentions generic ""first-, second- and higher-order textural characteristics""  without explicitly identifying or naming any of the required standard texture-feature families (GLCM, GLRLM, GLSZM, NGTDM, NGLDM).","PASS - Separate discrimination metrics (accuracy and AUC) are reported for both the deep learning-only (DF / DL) and radiomics-only (RaF) arms on the same 48-case testing cohort. Under section ""Prediction of HYS at Year 0"" (Page 7): ""The mean AUC of DF+RaF model (0.854, sensitivity 66.6%, specificity 80.0%) in MRI-based method is the highest... Additionally, the AUC of DL model (0.786) is less than those of other models...""  Separate metrics on the testing set are also reported across Figures 4 and 5 : Year 0 Accuracy (RaF = 0.529, DF = 0.591, DL = 0.696) ; Year 0 AUC (RaF = 0.852, DF = 0.838, DL = 0.786) ; Year 4 Accuracy (RaF = 0.688, DF = 0.794, DL = 0.820) ; and Year 4 AUC (RaF = 0.845, DF = 0.821, DL = 0.807).","PASS - Human ${}^{123}I$-Ioflupane Single Photon Emission Computed Tomography (SPECT), published in English in 2024. Under Title block (Page 1): ""Jiang et al. EJNMMI Physics (2024) 11:60""  and section ""Patients dataset"" (Page 3): ""...having DAT-SPECT and T1-weighted MRI images at year 0, were included in the study.""  ",The paper must be excluded because it does not utilize a named pretrained foundation model (opting instead to train a 2D DenseNet from scratch on a small dataset) and fails to specify standard texture-feature families or utilize an approved radiomics extraction package.
32,39060962,Ultrasound-based deep learning radiomics nomogram for differentiating mass mastitis from invasive breast cancer.,2024,"Uses PyRadiomics (qualifying) and ResNet50 (likely ImageNet transfer, low-tier FM) with separate radiomics and deep learning model AUCs reported alongside fused DLRN.",https://pubmed.ncbi.nlm.nih.gov/39060962,INCLUDE,,"PASS - ResNet50 pre-trained on ImageNet (low-tier foundation model) was used. Under section ""Radiomics and deep learning features extraction"" (Page 3-4): ""The deep convolutional neural network model ResNet50 was used to extract deep learning features, consisting of 50 layers and was a shallow structured model ... The ResNet50 model was pre trained using the ImageNet dataset, followed by transfer learning on the training cohort images .""","PASS - PyRadiomics package was used to extract multiple texture-feature families (GLCM, GLRLM, GLSZM, GLDM, NGTDM). Under section ""Radiomics and deep learning features extraction"" (Page 3): ""The Python programming software based on the PyRadiomics package was used to extract 1316 radiomics features... A total of 107 original features were extracted from the original image, including: shape features, first-order statistical features, gray-level co-occurrence matrix (GLCM) features, gray-level run length matrix (GLRLM) features, gray-level size zone matrix (GLSZM) features, gray-level dependence matrix (GLDM) features, and neighboring gray tone difference matrix (NGTDM).""",": PASS - Separate discrimination metrics (AUC, accuracy, sensitivity, and specificity) are reported for both the deep learning-only (DL) arm and the radiomics-only (RAD) arm on the same internal validation cohort of 69 patients. Under section ""Deep learning radiomics nomogram development"" (Page 4): ""In the radiomics models, the RF models performed better than LR or SVM models, which prediction performance in the training and validation cohort was as follows: AUCs were 0.73 [95% confidence interval (CI), 0.64-0.82] and 0.76 (95% CI, 0.62-0.87), ACC were 0.64 and 0.67, SEN were 0.80 and 0.93, SPE were 0.60 and 0.59, respectively.""  Under same section (Page 6): ""Interestingly, the RF models performed equally well in deep learning models, which predictive performance in training and validation cohort was as follows: AUCs were 0.87 (95%CI, 0.80-0.93) and 0.84 (95%CI, 0.71- 0.94), ACC were 0.78 and 0.81, SEN were 0.91 and 0.73, SPE were 0.74 and 0.83, respectively.""  These separate results are also tabulated in Table 1 on Page 5.","PASS - Human breast mass lesions imaged with grayscale ultrasonography (US), published in English in 2024. Under Title block (Page 1): ""Wu et al. BMC Medical Imaging (2024) 24:189""  and section ""Ultrasound imaging protocol"" (Page 3): ""The acquisition of ultrasound images of breast mass lesions were based on various ultrasound diagnostic instruments: Mindray Resona7, LOGIQ E9/10, and Philips EPIC7C, equipped with high-frequency linear array probes...""","The paper is included because it evaluated an ImageNet-pretrained ResNet50 model as a low-tier foundation model alongside a PyRadiomics-extracted radiomics signature containing second-order texture features, while reporting separate predictive metrics for both arms on a shared internal validation cohort of breast lesion patients imaged with grayscale ultrasound, published in English in 2024."
33,39125553,Evaluation of Machine Learning Classification Models for False-Positive Reduction in Prostate Cancer Detection Using MRI Data.,2024,"Compares SVM/RDF/MLP with radiomics features vs CNN-based architectures (ConvNeXt, ResNet) with transfer learning on prostate MRI; separate paradigm AUCs and pretrained foundation model scale not specified.",https://pubmed.ncbi.nlm.nih.gov/39125553,EXCLUDE,,"PASS - Models Genesis (self-supervised model pre-trained on chest CT). Under section ""2.2 Models"" (Page 4): ""To evaluate a pure transfer learning approach, we utilized the architecture and CT pretrained weights from Models Genesis . Models Genesis describes a self-supervised learning framework for deep models to learn common anatomical representations automatically.""","FAIL - No approved radiomics software package (such as PyRadiomics, LIFEx, etc.) was utilized, and standard second-order texture families (GLCM, GLRLM, GLSZM, NGTDM, NGLDM) were not extracted. The study instead relied on custom 3D adaptations of Haralick, LBP, and HOG features. Under section ""2.3 Methods"" (Page 4): ""The models required textural features, represented by Haralick features, 3D implementations of local binary pattern (LBP) , and histogram of oriented gradients (HOG) .""  Under section ""4.1 Discussion of Methods"" (Page 10): ""The chosen extraction methods were originally designed and applied for 2D problems but were adapted to 3D for this study, potentially comprising their performance...""","PASS - Separate discrimination metrics (AUC-ROC, sensitivity, specificity) are reported for both the handcrafted (radiomics) and deep learning (DL-only) arms on the same internal 15% testing cohort. Under section ""3.2 Region-Based Results"" / Table 3 (Page 9): For the lesion region, the handcrafted-only model achieved a ""test partition"" AUC-ROC of 0.6897 (using XGB), whereas the ""Genesis"" deep learning model achieved an AUC-ROC of 0.7343. Under Table 1 and Table 2 (Page 6-7) for the whole-image classification, the handcrafted-only SVM model achieved an AUC-ROC of 0.6016, whereas the DL-only convolutional autoencoder achieved an AUC-ROC of 0.6553.","PASS - Human multiparametric Magnetic Resonance Imaging (mpMRI) of the prostate, published in English in 2024. Under Title block (Page 1): ""Diagnostics 2024, 14, 1677""  and section ""2.1 Image Data and Labels"" (Page 3): ""A total of 1166 cases... transverse views of the T2-weighted (T2W), apparent diffusion constant (ADC), and diffusion-weighted images (DWI) sequence.""","The paper is excluded because the radiomics arm did not employ an approved software extraction package (such as PyRadiomics) and failed to extract standard texture-feature families, opting instead for custom 3D-adapted implementations of Haralick, local binary pattern, and histogram of oriented gradients features."
34,39144023,Fusion of shallow and deep features from (18)F-FDG PET/CT for predicting EGFR-sensitizing mutations in non-small cell lung cancer.,2024,"Reports separate PyRadiomics-only (ONLY_TRAD, AUC 0.68) vs ResNet deep+shallow combined (RES_TRAD, AUC 0.94) on same NSCLC PET/CT cohort, but DL arm is fused with radiomics rather than pure DL-only and ResNet pretraining is ImageNet transfer (low-tier FM).",https://pubmed.ncbi.nlm.nih.gov/39144023,EXCLUDE,," PASS - ResNet-101 and VGG-19 pre-trained on ImageNet (low-tier foundation models). Under section ""Deep feature extraction"" (Page 3): ""Thus, the deep features in our study were extracted using a pretrained ResNet-101 (30).""  In the same section: ""Importantly, we also used the Visual Geometry Group (VGG)-19 (33) network to extract deep features to compare the predictive abilities of the deep features extracted by the two networks.""  (These standard architectures were pre-trained on the ImageNet dataset consisting of over 14 million natural images, satisfying the $\ge$100,000 images criteria as low-tier foundation models).  ","PASS - PyRadiomics package extracting multiple texture-feature families (GLCM, GLDM, GLRLM, GLSZM, NGTDM). Under section ""Traditional feature extraction"" (Page 3): ""...the radiomics features were automatically calculated from the tumor ROI using the PyRadiomics package.""  In the same section: ""The following three types of traditional features were included: (I) shape; (II) first order (histogram); and (III) texture.""","FAIL - No separate discrimination metrics (such as AUC, accuracy, F1, or C-index) are reported for a standalone deep learning/foundation model-only arm. Under section ""Predictive models and statistical analysis"" (Page 4-5): ""Two models were built based on different methods for integrating features. The first model, which included only traditional features, was named ONLY_TRAD. The second model, which used all the traditional and deep features extracted with the ResNet-101 (30) network, was named RES_TRAD. The deep features extracted by the VGG-19 (33) network were introduced as a control group for comparison with those extracted by ResNet-101 (30).""  Under section ""Comparison of predictive results between shallow and deep features based on PET/CT"" (Page 5): ""The ONLY_TRAD model was used to predict EGFR-sensitizing mutations (AUC = 0.685).""  ""According to the ROC curve analysis, the RES_TRAD model showed the best performance in distinguishing EGFR-sensitizing mutation and wild-type EGFR patients in the validation cohort based on the PET/CT images (Figure 5).""  (Figure 5 presents validation set AUC values of 0.938 for RES_TRAD_PETCT and 0.885 for VGG_TRAD_PETCT, which are both concatenated fusion models, but does not provide standalone, separate metrics for a deep learning-only arm).","PASS - Human 18F-FDG PET/CT scans of patients with non-small cell lung cancer (NSCLC), published in English in 2024. Under Title block (Page 1): ""Quant Imaging Med Surg 2024;14(8):5460-5472""  and section ""Study data"" (Page 3): ""A total of 202 patients who underwent both flourine-18 fluorodeoxyglucose positron emission tomography/computed tomography (18F-FDG PET/CT) scans and EGFR sequencing prior to treatment were included...""","The paper is excluded because it does not report separate predictive performance metrics for a standalone deep learning-only or foundation model-only arm on its validation cohort, presenting instead only the performance of traditional-only models and multi-feature concatenated fusion models."
